original_doc_id,entity_text,entity_label,score,start,end,context,has_overlap,Correct
88014b93-7b95-4583-9f45-f994aee090f9,clayish silt,MATERIAL,0,73,85,"made up of light brown [TARGET] with small stones, disturbed by",False,
88014b93-7b95-4583-9f45-f994aee090f9,stones,MATERIAL,0,97,103,"brown clayish silt with small [TARGET] , disturbed by agricultural activities,",False,
88014b93-7b95-4583-9f45-f994aee090f9,plant roots,SPECIES,0,143,154,"stones, disturbed by agricultural activities, [TARGET] , and animal burrows. This",False,
88014b93-7b95-4583-9f45-f994aee090f9,animal,SPECIES,0,160,166,"agricultural activities, plant roots, and [TARGET] burrows. This layer lies above",False,
88014b93-7b95-4583-9f45-f994aee090f9,burials,CONTEXT,0,206,213,layer lies above the two [TARGET] F1 (skeleton C603) and F2,False,
88014b93-7b95-4583-9f45-f994aee090f9,F1,CONTEXT_ID,0,214,216,lies above the two burials [TARGET] (skeleton C603) and F2 (skeleton,False,
88014b93-7b95-4583-9f45-f994aee090f9,skeleton,ARTEFACT,0,218,226,"the two burials F1 ( [TARGET] C603) and F2 (skeleton C623),",False,SPECIES
88014b93-7b95-4583-9f45-f994aee090f9,C603,CONTEXT_ID,0,227,231,"the two burials F1 (skeleton [TARGET] ) and F2 (skeleton C623),",False,
88014b93-7b95-4583-9f45-f994aee090f9,F2,CONTEXT_ID,0,237,239,"burials F1 (skeleton C603) and [TARGET] (skeleton C623), the enclosure C601,",False,
88014b93-7b95-4583-9f45-f994aee090f9,skeleton,ARTEFACT,0,241,249,"(skeleton C603) and F2 ( [TARGET] C623), the enclosure C601, the",False,SPECIES
88014b93-7b95-4583-9f45-f994aee090f9,C623,CONTEXT_ID,0,250,254,"(skeleton C603) and F2 (skeleton [TARGET] ), the enclosure C601, the",False,
88014b93-7b95-4583-9f45-f994aee090f9,enclosure,CONTEXT,0,261,270,"and F2 (skeleton C623), the [TARGET] C601, the adjacent layers C605,",False,
88014b93-7b95-4583-9f45-f994aee090f9,C601,CONTEXT_ID,0,271,275,"F2 (skeleton C623), the enclosure [TARGET] , the adjacent layers C605,",False,
88014b93-7b95-4583-9f45-f994aee090f9,C605,CONTEXT_ID,0,297,301,"enclosure C601, the adjacent layers [TARGET] , C604, and C620, as",False,
88014b93-7b95-4583-9f45-f994aee090f9,C604,CONTEXT_ID,0,303,307,"C601, the adjacent layers C605, [TARGET] , and C620, as well",False,
88014b93-7b95-4583-9f45-f994aee090f9,C620,CONTEXT_ID,0,313,317,"adjacent layers C605, C604, and [TARGET] , as well as the",False,
88014b93-7b95-4583-9f45-f994aee090f9,stone deposit,ARTEFACT,0,334,347,"C620, as well as the [TARGET] at the southern limit of",True,
88014b93-7b95-4583-9f45-f994aee090f9,stone,MATERIAL,0,334,339,"C620, as well as the [TARGET] deposit at the southern limit",True,
88014b93-7b95-4583-9f45-f994aee090f9,southern limit,LOCATION,0,355,369,"the stone deposit at the [TARGET] of the trench (C611, C615).",False,
88014b93-7b95-4583-9f45-f994aee090f9,trench,CONTEXT,0,377,383,"the southern limit of the [TARGET] (C611, C615). | [Previous notes",False,
88014b93-7b95-4583-9f45-f994aee090f9,C611,CONTEXT_ID,0,385,389,"limit of the trench ( [TARGET] , C615). | [Previous notes",False,
88014b93-7b95-4583-9f45-f994aee090f9,C615,CONTEXT_ID,0,391,395,"limit of the trench (C611, [TARGET] ). | [Previous notes on",False,
88014b93-7b95-4583-9f45-f994aee090f9,south,LOCATION,0,445,450,paper recordings : At the [TARGET] limit of the trench. it,False,
88014b93-7b95-4583-9f45-f994aee090f9,trench,CONTEXT,0,464,470,the south limit of the [TARGET] . it supposed to be,False,
88014b93-7b95-4583-9f45-f994aee090f9,trench,CONTEXT,0,509,515,be the inside area of [TARGET] set C604 and the redish,False,
88014b93-7b95-4583-9f45-f994aee090f9,C604,CONTEXT_ID,0,520,524,inside area of trench set [TARGET] and the redish brown area,False,
88014b93-7b95-4583-9f45-f994aee090f9,south,LOCATION,0,571,576,area which is apart from [TARGET] limit consider to be the,False,
88014b93-7b95-4583-9f45-f994aee090f9,ditch,CONTEXT,0,602,607,limit consider to be the [TARGET] set C601 but it seems,False,
88014b93-7b95-4583-9f45-f994aee090f9,C601,CONTEXT_ID,0,612,616,to be the ditch set [TARGET] but it seems like a,False,
88014b93-7b95-4583-9f45-f994aee090f9,wall,CONTEXT,0,637,641,but it seems like a [TARGET] after excavated. And there is,False,
88014b93-7b95-4583-9f45-f994aee090f9,skeleton,ARTEFACT,0,674,682,excavated. And there is a [TARGET] at the 10m far from,False,SPECIES
88014b93-7b95-4583-9f45-f994aee090f9,south,LOCATION,0,703,708,"at the 10m far from [TARGET] wall, which set C603(F1) The",False,
88014b93-7b95-4583-9f45-f994aee090f9,wall,CONTEXT,0,709,713,"the 10m far from south [TARGET] , which set C603(F1) The",False,
88014b93-7b95-4583-9f45-f994aee090f9,C603,CONTEXT_ID,0,725,729,"from south wall, which set [TARGET] (F1) The machine clean from",False,
88014b93-7b95-4583-9f45-f994aee090f9,F1,CONTEXT_ID,0,730,732,"south wall, which set C603( [TARGET] ) The machine clean from",False,
88014b93-7b95-4583-9f45-f994aee090f9,north,LOCATION,0,757,762,"C603(F1) The machine clean from [TARGET] to south.]""",False,
88014b93-7b95-4583-9f45-f994aee090f9,south,LOCATION,0,766,771,"machine clean from north to [TARGET] .]""",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,northern limit,LOCATION,0,50,64,a cut observed on the [TARGET] of the sondage excavated north,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,north,LOCATION,0,90,95,limit of the sondage excavated [TARGET] of the wall c601. It,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,wall,CONTEXT,0,103,107,sondage excavated north of the [TARGET] c601. It truncates the layer,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,c601,CONTEXT_ID,0,108,112,excavated north of the wall [TARGET] . It truncates the layer,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,c642,CONTEXT_ID,0,137,141,"c601. It truncates the layer [TARGET] , extending to the subsoil",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,soil,MATERIAL,0,163,167,"c642, extending to the sub [TARGET] c644. Based on its orientation",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,c644,CONTEXT_ID,0,168,172,"c642, extending to the subsoil [TARGET] . Based on its orientation",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,west-east,LOCATION,0,199,208,"c644. Based on its orientation [TARGET] , it could be interpreted",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,ditch,CONTEXT,0,248,253,"be interpreted as a possible [TARGET] . However, the structure have",False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,2023 excavation season,PERIOD,0,309,331,not been excavated by the [TARGET] . | [Original notes taken,False,None
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,C643,CONTEXT_ID,0,394,398,It s a cut of [TARGET] which truncate C644 which is,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,soil,MATERIAL,0,436,440,truncate C644 which is natural [TARGET] . And it s a,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,east-west,LOCATION,0,453,462,soil. And it s a [TARGET] pit. DID NOT EXCAVATE IN,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,pit,CONTEXT,0,463,466,And it s a east-west [TARGET] . DID NOT EXCAVATE IN,False,
4d15945e-0d6c-4cb4-aefc-4a686bb69bcd,2023 SEASON,PERIOD,0,488,499,pit. DID NOT EXCAVATE IN [TARGET] ],False,None
b4e5cc22-bf26-4a53-a242-77bdd93dfa89,wall,CONTEXT,0,28,32,Circular white feature near [TARGET] similar to that found in,False,
b4e5cc22-bf26-4a53-a242-77bdd93dfa89,H899,LOCATION,0,58,62,similar to that found in [TARGET] (TSRP23). Seemingly associated with settlement,False,
b4e5cc22-bf26-4a53-a242-77bdd93dfa89,TSRP23,CONTEXT_ID,0,64,70,that found in H899 ( [TARGET] ). Seemingly associated with settlement,False,
b4e5cc22-bf26-4a53-a242-77bdd93dfa89,wall,CONTEXT,0,110,114,(TSRP23). Seemingly associated with settlement [TARGET] ,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,cobbles,ARTEFACT,0,39,46,"layer primarily consists of sorted [TARGET] (7-10 cm in size), some",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,ground stones,ARTEFACT,0,107,120,"which are fragmented, along with [TARGET] , possibly knapped stones, associated",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,knapped stones,ARTEFACT,0,131,145,"along with ground stones, possibly [TARGET] , associated with the indirect",True,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,knapped stones,MATERIAL,0,131,145,"along with ground stones, possibly [TARGET] , associated with the indirect",True,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,pottery sherds,ARTEFACT,0,208,222,"indirect manufacturing process, and some [TARGET] , animal bones and shells.",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,animal bones,ARTEFACT,0,224,236,"process, and some pottery sherds, [TARGET] and shells. The inflitrating soil",True,SPECIES
87295a56-3e39-41ce-ae90-2f9cd51cd99b,animal,SPECIES,0,224,230,"process, and some pottery sherds, [TARGET] bones and shells. The inflitrating",True,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,shells,ARTEFACT,0,241,247,"pottery sherds, animal bones and [TARGET] . The inflitrating soil between",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,soil,MATERIAL,0,266,270,bones and shells. The inflitrating [TARGET] between the stones is the,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,c611,CONTEXT_ID,0,323,327,same as the above context [TARGET] . This context may be,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,rubbish area,CONTEXT,0,387,399,to stone tool manufacturing (a [TARGET] ?). A detailed analysis of,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,southern limit,LOCATION,0,574,588,: stones found on the [TARGET] of the trench. Lots of,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,trench,CONTEXT,0,596,602,"the southern limit of the [TARGET] . Lots of round stones,",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,soil,MATERIAL,0,653,657,"is easy to hand, the [TARGET] is same as c620. It",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,c620,CONTEXT_ID,0,669,673,the soil is same as [TARGET] . It could be a,False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,chipped stones,ARTEFACT,0,734,748,"factory, because there were some [TARGET] , flints, scaps and stone",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,flints,ARTEFACT,0,750,756,"there were some chipped stones, [TARGET] , scaps and stone rax",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,scaps,ARTEFACT,0,758,763,"were some chipped stones, flints, [TARGET] and stone rax materials, which",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,stone rax materials,ARTEFACT,0,768,787,"chipped stones, flints, scaps and [TARGET] , which are associated with",False,
87295a56-3e39-41ce-ae90-2f9cd51cd99b,hammer,ARTEFACT,0,875,881,"stones may be used as [TARGET] , and after using these",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,indivual,PERSON,0,46,54,"were clearly associated with the [TARGET] . However, a flint (c619",False,None
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,flint,ARTEFACT,0,67,72,"with the indivual. However, a [TARGET] (c619 #6), a tooth (619",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,c619 #6,CONTEXT_ID,0,74,81,"indivual. However, a flint ( [TARGET] ), a tooth (619 #14),",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,tooth,ARTEFACT,0,86,91,"a flint (c619 #6), a [TARGET] (619 #14), six shells (619",False,SPECIES
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,619 #14,CONTEXT_ID,0,93,100,"(c619 #6), a tooth ( [TARGET] ), six shells (619 #13,",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,shells,ARTEFACT,0,107,113,"a tooth (619 #14), six [TARGET] (619 #13, #22, #23, #24,",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,619 #13,CONTEXT_ID,0,115,122,"(619 #14), six shells ( [TARGET] , #22, #23, #24, #25,",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,#22,CONTEXT_ID,0,124,127,"#14), six shells (619 #13, [TARGET] , #23, #24, #25, #26),",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,#23,CONTEXT_ID,0,129,132,"six shells (619 #13, #22, [TARGET] , #24, #25, #26), found",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,#24,CONTEXT_ID,0,134,137,"shells (619 #13, #22, #23, [TARGET] , #25, #26), found in",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,#25,CONTEXT_ID,0,139,142,"(619 #13, #22, #23, #24, [TARGET] , #26), found in the",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,#26,CONTEXT_ID,0,144,147,"#13, #22, #23, #24, #25, [TARGET] ), found in the area",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,mandible,LOCATION,0,175,183,"in the area of the [TARGET] , neck and shoulder, have",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,shoulder,LOCATION,0,194,202,"of the mandible, neck and [TARGET] , have been recorded separtely.",False,SPECIES
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,sherds,ARTEFACT,0,252,258,"been recorded separtely. Additionally, two [TARGET] of pottery (c624 and 619",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,pottery,ARTEFACT,0,262,269,"separtely. Additionally, two sherds of [TARGET] (c624 and 619 #9) were",False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,c624,PERIOD,0,271,275,two sherds of pottery ( [TARGET] and 619 #9) were recorded,False,CONTEXT_ID
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,619 #9,CONTEXT_ID,0,280,286,sherds of pottery (c624 and [TARGET] ) were recorded separately due,False,
ed7f90a2-3d8e-41b9-9d26-f166da485fb6,burial,CONTEXT,0,355,361,"their peculiar position within the [TARGET] . """,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,611,CONTEXT_ID,0,8,11,Context [TARGET] corresponds to a research process,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,soil,MATERIAL,0,86,90,(cleaning surface) between the top [TARGET] /subsoil (c600) removed by the,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,soil,MATERIAL,0,94,98,(cleaning surface) between the topsoil/sub [TARGET] (c600) removed by the excavator,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,c600,CONTEXT_ID,0,100,104,surface) between the topsoil/subsoil ( [TARGET] ) removed by the excavator,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone deposit,ARTEFACT,0,162,175,the preserved layer of the [TARGET] c615. A few finds have,True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,162,167,the preserved layer of the [TARGET] deposit c615. A few finds,True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,c615,CONTEXT_ID,0,176,180,layer of the stone deposit [TARGET] . A few finds have,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,clayey silt,MATERIAL,0,246,257,"sol, which is made of [TARGET] (stone raw material, chipped stones),",False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,259,264,"made of clayey silt ( [TARGET] raw material, chipped stones), and",False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stones,ARTEFACT,0,287,293,"silt (stone raw material, chipped [TARGET] ), and they may have",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,287,292,"silt (stone raw material, chipped [TARGET] s), and they may have",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone deposit,ARTEFACT,0,328,341,"may have belong to the [TARGET] . Nonetheless, it should be",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,328,333,"may have belong to the [TARGET] deposit. Nonetheless, it should be",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,trench,CONTEXT,0,412,418,the upper layers of the [TARGET] have been disturb by the,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,modern,PERIOD,0,444,450,have been disturb by the [TARGET] ploughings. | [Original notes written,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,542,547,": Cleaning surface of the [TARGET] area. The stones are selected,",False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stones,ARTEFACT,0,558,564,"of the stone area. The [TARGET] are selected, similar size and",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,558,563,"of the stone area. The [TARGET] s are selected, similar size",True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,river side,LOCATION,0,646,656,"round, maybe were collected from [TARGET] . The soil outside of",False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,soil,MATERIAL,0,662,666,collected from river side. The [TARGET] outside of the stones is,False,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stones,ARTEFACT,0,682,688,The soil outside of the [TARGET] is quite hard and clayish.,True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,stone,MATERIAL,0,682,687,The soil outside of the [TARGET] s is quite hard and,True,
e63d998a-7d1e-4e2d-916a-4b16ad0ed8d2,c604,CONTEXT_ID,0,828,832,align to the sondage of [TARGET] ],False,
4e814c48-4e36-46b0-bc1d-10da7727942c,632,CONTEXT_ID,0,9,12,"""Context [TARGET] corresponds to the cut of",False,
4e814c48-4e36-46b0-bc1d-10da7727942c,pit,CONTEXT,0,50,53,the cut of a circular [TARGET] identified in the sondage south,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,sondage,PERIOD,0,72,79,circular pit identified in the [TARGET] south of wall 601. This,False,None
4e814c48-4e36-46b0-bc1d-10da7727942c,south,LOCATION,0,80,85,pit identified in the sondage [TARGET] of wall 601. This cut,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,wall,CONTEXT,0,89,93,in the sondage south of [TARGET] 601. This cut truncates layer,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,c625,CONTEXT_ID,0,124,128,601. This cut truncates layer [TARGET] and extends into the underlying,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,c630,CONTEXT_ID,0,171,175,"extends into the underlying deposits, [TARGET] and c638. The pit measures",False,
4e814c48-4e36-46b0-bc1d-10da7727942c,c638,CONTEXT_ID,0,180,184,"the underlying deposits, c630 and [TARGET] . The pit measures approximately",False,
4e814c48-4e36-46b0-bc1d-10da7727942c,pit,CONTEXT,0,190,193,"deposits, c630 and c638. The [TARGET] measures approximately 1 meter in",False,
4e814c48-4e36-46b0-bc1d-10da7727942c,2023,PERIOD,0,304,308,"by the end of the [TARGET] excavation season, only 15 cm",False,None
4e814c48-4e36-46b0-bc1d-10da7727942c,northern half,LOCATION,0,346,359,only 15 cm of the [TARGET] of the structure had been,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,pit,CONTEXT,0,401,404,structure had been excavated. The [TARGET] is filled with a homogeneous,False,
4e814c48-4e36-46b0-bc1d-10da7727942c,631,CONTEXT_ID,0,469,472,"upper deposit, recorded as context [TARGET] .",False,
91b6f96c-83a9-42d5-9e0b-2a07c891f578,Top soil,MATERIAL,0,0,8, [TARGET] that was filled in trench,False,
91b6f96c-83a9-42d5-9e0b-2a07c891f578,trench,CONTEXT,0,28,34,soil that was filled in [TARGET] after the end of previous,False,
91b6f96c-83a9-42d5-9e0b-2a07c891f578,previous period,PERIOD,0,52,67,trench after the end of [TARGET] . Material was extracted by,False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,625,CONTEXT_ID,0,9,12,"""Context [TARGET] corresponds to a layer located",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,clay,MATERIAL,0,56,60,a layer located beneath the [TARGET] and mud structure c601. It,False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,mud,MATERIAL,0,65,68,located beneath the clay and [TARGET] structure c601. It is characterized,False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,charcoal,ARTEFACT,0,164,172,"colour, ashy nature with numerous [TARGET] inclusions. During the excavation, it",True,MATERIAL
e75b91ad-5d86-4d9d-bc99-13244735a1f9,charcoal,MATERIAL,0,164,172,"colour, ashy nature with numerous [TARGET] inclusions. During the excavation, it",True,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,posthole,CONTEXT,0,242,250,"was initially interpreted as a [TARGET] , as were the nearby",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,627,CONTEXT_ID,0,280,283,"as were the nearby contexts [TARGET] and 628. However, after excavating",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,628,CONTEXT_ID,0,288,291,"the nearby contexts 627 and [TARGET] . However, after excavating the",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,sondage,PERIOD,0,330,337,"However, after excavating the entire [TARGET] , it became clear that",False,None
e75b91ad-5d86-4d9d-bc99-13244735a1f9,animal burrows,CONTEXT,0,404,418,"three contexts, slightly disturbed by [TARGET] , form part of the",True,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,animal,SPECIES,0,404,410,"three contexts, slightly disturbed by [TARGET] burrows, form part of the",True,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,stratigraphic unit,CONTEXT,0,442,460,"form part of the same [TARGET] , which has been interpreted",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,preparation layer,CONTEXT,0,503,520,been interpreted as possibly a [TARGET] for the clay and mud,False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,clay,MATERIAL,0,529,533,"a preparation layer for the [TARGET] and mud wall c601, based",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,mud,MATERIAL,0,538,541,"layer for the clay and [TARGET] wall c601, based on the",False,
e75b91ad-5d86-4d9d-bc99-13244735a1f9,wall,CONTEXT,0,542,546,"for the clay and mud [TARGET] c601, based on the current",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pottery sherds,ARTEFACT,0,81,95,"from the excavated portion, including [TARGET] , a ground stone, chipped",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pottery,MATERIAL,0,81,88,"from the excavated portion, including [TARGET] sherds, a ground stone, chipped",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,ground stone,ARTEFACT,0,99,111,"portion, including pottery sherds, a [TARGET] , chipped stones, a shell",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,chipped stones,ARTEFACT,0,113,127,"pottery sherds, a ground stone, [TARGET] , a shell object, fragments",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,shell object,ARTEFACT,0,131,143,"ground stone, chipped stones, a [TARGET] , fragments of clay building",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,fragments of clay building material,ARTEFACT,0,145,180,"chipped stones, a shell object, [TARGET] , and shells. | [Original",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,clay,MATERIAL,0,158,162,"a shell object, fragments of [TARGET] building material, and shells. |",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,shells,ARTEFACT,0,186,192,"of clay building material, and [TARGET] . | [Original notes taken",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C636,CONTEXT_ID,0,250,254,the context sheet record : [TARGET] is below C605 which is,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C605,CONTEXT_ID,0,264,268,record : C636 is below [TARGET] which is quite similar to,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C605,CONTEXT_ID,0,295,299,"which is quite similar to [TARGET] but include less of limestone,",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,limestone,MATERIAL,0,320,329,"C605 but include less of [TARGET] , and the color of",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,soil,MATERIAL,0,348,352,"limestone, and the color of [TARGET] become darker. There is also",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,south,LOCATION,0,424,429,"in this layer. Excavate from [TARGET] to north, try to find",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,north,LOCATION,0,433,438,"layer. Excavate from south to [TARGET] , try to find the",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,northern limit,LOCATION,0,456,470,"north, try to find the [TARGET] and botto of C601. At",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C601,CONTEXT_ID,0,484,488,northern limit and botto of [TARGET] . At the southern area,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,southern area,LOCATION,0,497,510,"botto of C601. At the [TARGET] , it was C641 which",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C641,CONTEXT_ID,0,520,524,"southern area , it was [TARGET] which is part of collapse",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C601,CONTEXT_ID,0,558,562,part of collapse of the [TARGET] (wall). After excavated about 15-20cm,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,wall,CONTEXT,0,564,568,collapse of the C601 ( [TARGET] ). After excavated about 15-20cm,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,southwest corner,LOCATION,0,614,630,"about 15-20cm deep, at the [TARGET] come up a round area",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,soil,MATERIAL,0,663,667,a round area with brown [TARGET] which seems like a pit,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pit,CONTEXT,0,687,690,soil which seems like a [TARGET] set context 639 (with cut,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,639,CONTEXT_ID,0,703,706,"like a pit set context [TARGET] (with cut C640), and at",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C640,CONTEXT_ID,0,717,721,"set context 639 (with cut [TARGET] ), and at the north",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,north,LOCATION,0,735,740,"cut C640), and at the [TARGET] limit come up an east-west",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,east-west area,LOCATION,0,758,772,"north limit come up an [TARGET] , with some pottery, seem",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pottery,ARTEFACT,0,784,791,"an east-west area, with some [TARGET] , seem like another pit,",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pottery,MATERIAL,0,784,791,"an east-west area, with some [TARGET] , seem like another pit,",True,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,pit,CONTEXT,0,811,814,"some pottery, seem like another [TARGET] , set C643 (with cut",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C643,CONTEXT_ID,0,820,824,"seem like another pit, set [TARGET] (with cut C645). The other",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C645,CONTEXT_ID,0,835,839,"pit, set C643 (with cut [TARGET] ). The other atea the",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,soil,MATERIAL,0,861,865,C645). The other atea the [TARGET] become light and with some,False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,soil,MATERIAL,0,938,942,"could be part of natural [TARGET] , which set C642 to",False,
7b60ce9e-2545-4cb4-af83-6cb82d2150a7,C642,CONTEXT_ID,0,954,958,"of natural soil, which set [TARGET] to deep excavation.]""",False,
f3f32bca-5b6a-418e-9c35-c9665eab80b0,1046,CONTEXT_ID,0,15,19,Cut in context [TARGET] filled by context 1048. The,False,
